minute,X,Y,player,shotType,result,h_team,a_team,player_assisted,xG
90,0.78,0.600999984741211,Assan Ouédraogo,RightFoot,MissedShots,RasenBallsport Leipzig,FC Heidenheim,,0.027861101552844048
92,0.8040000152587891,0.6959999847412109,Loïs Openda,RightFoot,BlockedShot,RasenBallsport Leipzig,FC Heidenheim,,0.07571747153997421
92,0.845999984741211,0.6580000305175782,Loïs Openda,RightFoot,BlockedShot,RasenBallsport Leipzig,FC Heidenheim,,0.03258200362324715
1,0.75,0.44400001525878907,David Raum,LeftFoot,MissedShots,Mainz 05,RasenBallsport Leipzig,,0.06691265851259232
3,0.9209999847412109,0.5870000076293945,Rômulo,LeftFoot,MissedShots,Mainz 05,RasenBallsport Leipzig,Bote Baku,0.09261445701122284
8,0.8340000152587891,0.5620000076293945,Johan Bakayoko,LeftFoot,ShotOnPost,Mainz 05,RasenBallsport Leipzig,Antonio Nusa,0.4898729920387268
11,0.8059999847412109,0.6070000076293945,Nicolas Seiwald,RightFoot,ShotOnPost,Mainz 05,RasenBallsport Leipzig,Antonio Nusa,0.03649190068244934
20,0.6919999694824219,0.35200000762939454,David Raum,LeftFoot,BlockedShot,Mainz 05,RasenBallsport Leipzig,,0.03269048407673836
20,0.8880000305175781,0.4929999923706055,Christoph Baumgartner,Head,BlockedShot,Mainz 05,RasenBallsport Leipzig,David Raum,0.030887821689248085
21,0.7280000305175781,0.6129999923706054,Bote Baku,RightFoot,MissedShots,Mainz 05,RasenBallsport Leipzig,,0.014122076332569122
21,0.8109999847412109,0.5229999923706055,Castello Lukeba,LeftFoot,SavedShot,Mainz 05,RasenBallsport Leipzig,Bote Baku,0.05109769478440285
